nationality,arrival_airport_iata,departure_airport_iata,departure_year,departure_month,departure_day,departure_date,arrival_airport_description,departure_airport_description,arrival_city,departure_city,arrival_country_code,departure_country_code,arrival_country,departure_country,zone,entries,investigated,alarms,document_type,gender,age_group,transit_flag,airline,flight_number,control_outcome,operator_notes,risk_code,Tipo Documento,FASCIA ETA
ALB,FCO,SAW,2024,02,4,2024-02-04 10:40:00,FIUMICINO,SABIHA GOKCEN,ROMA,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,5,1,1,0,PERMESSO DI SOGGIORNO,F,31-45,SINGOLA TRATTA,PEGASUS AIRLINES,PC1223,RESPINTO,,,PERMESSO DI SOGGIORNO,31-45
ALB,MXP,KUL,2024,02,16,2024-02-16 14:45:00,MALPENSA,KUALA LUMPUR INTERNATIONAL,MILANO,KUALA LUMPUR,ITA,MYS,ITALIA,MALESIA,2,1,1,0,VISTO,M,18-30,SINGOLA TRATTA,ETIHAD AIRWAYS,EY0079,OK,,,VISTO,18-30
ALB,VCE,TIA,2024,01,25,2024-01-25 21:20:00,VENEZIA MARCO POLO,RINAS MOTHER TERESA,VENEZIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,23,23,6,PERMESSO DI SOGGIORNO,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W46718,RESPINTO,,,PERMESSO DI SOGGIORNO,0-17
ALB,TRN,LGW,2024,01,30,2024-01-30 08:15:00,SANDRO PERTINI,LONDON GATWICK,TORINO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,1,1,1,0,N.D.,M,31-45,SINGOLA TRATTA,BRITISH AIRWAYS,BA2594,IN ATTESA,,,N.D.,31-45
ALB,FLR,LGW,2024,01,6,2024-01-06 15:40:00,FIRENZE PERETOLA,LONDON GATWICK,FIRENZE,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,N.D.,M,31-45,SINGOLA TRATTA,VUELING AIRLINES,VY6207,IN ATTESA,,,N.D.,31-45
ALB,BLQ,MAN,2024,01,7,2024-01-07 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,N.D.,F,0-17,SINGOLA TRATTA,,FR2242,FERMATO,,,N.D.,0-17
ALB,TSF,TIA,2024,01,24,2024-01-24 06:50:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,31,31,4,N.D.,N.D.,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43851,SEGNALATO,,,N.D.,46-60
ALB,BGY,BHX,2024,02,29,2024-02-29 18:05:00,ORIO AL SERIO,BIRMINGHAM INTERNATIONAL,BERGAMO,BIRMINGHAM,ITA,GBR,ITALIA,REGNO UNITO,2,2,2,1,N.D.,N.D.,18-30,SINGOLA TRATTA,RYANAIR DAC,FR5103,SEGNALATO,,,N.D.,18-30
ALB,BGY,TIA,2024,02,20,2024-02-20 10:15:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,AL,ITALIA,ALBANIA,2,138,138,12,PASSAPORTO,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR8350,RESPINTO,,,PASSAPORTO,46-60
ALB,MXP,IST,2024,01,18,2024-01-18 16:15:00,MALPENSA,HAVALIMANI,MILANO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,1,1,5,PASSAPORTO,M,0-17,SINGOLA TRATTA,TURKISH AIRLINES,TK1875,RESPINTO,,,PASSAPORTO,0-17
ALB,TSF,TIA,2024,02,10,2024-02-10 17:10:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,86,86,10,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8400,FERMATO,,,PERMESSO DI SOGGIORNO,31-45
ALB,GOA,TIA,2024,01,1,2024-01-01 11:15:00,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,106,106,14,VISTO,F,31-45,SINGOLA TRATTA,,W46637,OK,,,VISTO,31-45
AFG,CIA,TIA,2024,01,15,2024-01-15 12:15:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,1,1,0,N.D.,N.D.,18-30,SINGOLA TRATTA,RYANAIR DAC,FR8320,RESPINTO,,,N.D.,18-30
ALB,CTA,IST,2024,02,16,2024-02-16 07:55:00,FONTANAROSSA,HAVALIMANI,CATANIA,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,7,1,1,0,VISTO,N.D.,N.D.,SINGOLA TRATTA,TURKISH AIRLINES,TK1393,FERMATO,,,VISTO,N.D.
AND,PEG,STN,2024,02,2,2024-02-02 06:15:00,SANT EGIDIO,STANSTED,PERUGIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR2497,FERMATO,,,PASSAPORTO,46-60
ALB,VCE,STN,2024,01,3,2024-01-03 12:20:00,VENEZIA MARCO POLO,STANSTED,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,1,0,CARTA D'IDENTITÀ,M,31-45,SINGOLA TRATTA,N.D.,FR0794,SEGNALATO,,,CARTA D'IDENTITÀ,31-45
AFG,MXP,IKA,2024,02,23,2024-02-23 08:55:00,MALPENSA,IMAM KHOMEINI INTERNATIONAL,MILANO,TEHRAN,ITA,IRN,ITALIA,IRAN,2,2,2,0,N.D.,M,0-17,SINGOLA TRATTA,QATAR AIRWAYS,QR0127,SEGNALATO,,,N.D.,0-17
ALB,BGY,TIA,2024,01,7,2024-01-07 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,108,108,24,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,OK,,,N.D.,0-17
ALB,MXP,LGW,2024,02,29,2024-02-29 17:35:00,MALPENSA,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,N.D.,F,61+,SINGOLA TRATTA,EASYJET,U28311,FERMATO,,,N.D.,61+
AGO,FCO,TIA,2024,01,11,,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,1,1,0,N.D.,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46691,RESPINTO,,,N.D.,61+
ALB,MXP,JFK,2024,01,8,2024-01-08 22:20:00,MALPENSA,JOHN F KENNEDY INTERNATIONAL,MILANO,NEW YORK,ITA,USA,ITALIA,STATI UNITI,2,8,8,2,N.D.,F,0-17,SINGOLA TRATTA,EMIRATES,N.D.,,,,N.D.,0-17
ALB,MXP,MLE,2024,02,12,2024-02-12 14:45:00,MALPENSA,MALE INTERNATIONAL,MILANO,MALE,ITA,MDV,ITALIA,MALDIVE,2,1,1,0,N.D.,F,61+,SINGOLA TRATTA,ETIHAD AIRWAYS,EY0079,SEGNALATO,,,N.D.,61+
ALB,PSA,TIA,2024,01,8,2024-01-08 15:15:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,99,99,19,N.D.,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46649,,,,N.D.,46-60
ALB,LIN,JFK,2024,02,17,2024-02-17 21:00:00,LINATE,JOHN F KENNEDY INTERNATIONAL,MILANO,NEW YORK,ITA,USA,ITALIA,STATI UNITI,2,1,1,0,PASSAPORTO,M,0-17,SINGOLA TRATTA,ITA AIRWAYS,AZ0611,SEGNALATO,,,PASSAPORTO,0-17
ALB,CTA,TIA,2024,01,24,2024-01-24 13:25:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,41,41,2,PERMESSO DI SOGGIORNO,F,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8370,SEGNALATO,,,PERMESSO DI SOGGIORNO,31-45
ALB,PEG,STN,2024,01,16,2024-01-16 12:35:00,SANT EGIDIO,STANSTED,PERUGIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,2,2,0,CARTA D'IDENTITÀ,M,18-30,SINGOLA TRATTA,RYANAIR DAC,FR2497,SEGNALATO,,,CARTA D'IDENTITÀ,18-30
ALB,BRI,TIA,2024,02,25,2024-02-25 20:55:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,22,22,6,N.D.,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,,,,N.D.,46-60
ALB,MXP,TIA,2024,02,15,2024-02-15 12:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,64,64,13,N.D.,F,46-60,SINGOLA TRATTA,AIR ALBANIA,ZB2003,FERMATO,,,N.D.,46-60
ALB,MXP,MLE,2024,01,16,2024-01-16 11:15:00,MALPENSA,MALE INTERNATIONAL,MILANO,MALE,ITA,MDV,ITALIA,MALDIVE,2,2,2,1,N.D.,M,N.D.,SINGOLA TRATTA,NEOS S.P.A.,NO0141,FERMATO,,,N.D.,N.D.
ALB,MXP,JED,2024,01,27,2024-01-27 17:55:00,MALPENSA,KING ABDULAZIZ INTERNATIONAL,MILANO,JEDDAH,ITA,SAU,ITALIA,ARABIA SAUDITA,2,7,7,0,PERMESSO DI SOGGIORNO,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W45692,,,,PERMESSO DI SOGGIORNO,61+
ALB,VRN,STN,2024,01,22,2024-01-22 06:55:00,VERONA VILLAFRANCA,STANSTED,VERONA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,2,2,1,N.D.,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR2338,RESPINTO,,,N.D.,46-60
ALB,BLQ,MLE,2024,02,29,2024-02-29 08:55:00,GUGLIELMO MARCONI,MALE INTERNATIONAL,BOLOGNA,MALE,ITA,MDV,ITALIA,MALDIVE,8,1,2,0,PASSAPORTO,M,61+,SINGOLA TRATTA,EMIRATES,EK0093,,,,PASSAPORTO,61+
ALB,MXP,DOH,2024,01,2,2024-01-05 02:20:00,MALPENSA,HAMAD INTERNATIONAL,MILANO,DOHA,ITA,QAT,ITALIA,QATAR,2,1,1,1,N.D.,M,46-60,SINGOLA TRATTA,QATAR AIRWAYS,QR0123,,,,N.D.,46-60
ALB,FCO,LHR,2024,02,23,2024-02-23 15:40:00,FIUMICINO,LONDON HEATHROW,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,VISTO,M,61+,SINGOLA TRATTA,BRITISH AIRWAYS,BA0546,SEGNALATO,,,VISTO,61+
EU,BLQ,TIA,2024,01,31,2024-01-31 11:30:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,64,64,5,VISTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43877,IN ATTESA,,,VISTO,31-45
ALB,FCO,BKK,2024,01,13,2024-01-13 10:20:00,FIUMICINO,SUVARNABHUMI INTERNATIONAL,ROMA,BANGKOK,ITA,THA,ITALIA,THAILANDIA,5,1,1,1,PASSAPORTO,M,46-60,SINGOLA TRATTA,N.D.,SV0201,FERMATO,,,PASSAPORTO,46-60
ALB,TRN,TIA,2024,01,16,2024-01-16 11:25:00,SANDRO PERTINI,RINAS MOTHER TERESA,TORINO,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,112,112,15,VISTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46661,SEGNALATO,,,VISTO,46-60
ALB,FCO,MLE,2024,01,18,2024-01-18 02:30:00,FIUMICINO,MALE INTERNATIONAL,ROMA,MALE,ITA,MDV,ITALIA,MALDIVE,5,1,0,0,N.D.,F,18-30,SINGOLA TRATTA,QATAR AIRWAYS,QR0115,SEGNALATO,,,N.D.,18-30
AFG,MXP,KWI,2024,02,8,2024-02-08 08:25:00,MALPENSA,KUWAIT INTERNATIONAL,MILANO,KUWAIT CITY,ITA,KWT,ITALIA,KUWAIT,2,1,1,0,PASSAPORTO,F,N.D.,SINGOLA TRATTA,KUWAIT AIRWAYS,KU0163,FERMATO,,,PASSAPORTO,N.D.
ALB,TRN,TIA,2024,02,11,2024-02-11 06:55:00,SANDRO PERTINI,RINAS MOTHER TERESA,TORINO,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,124,124,17,PERMESSO DI SOGGIORNO,F,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46603,IN ATTESA,,,PERMESSO DI SOGGIORNO,N.D.
ALB,GOA,STN,2024,01,8,2024-01-08 16:15:00,CRISTOFORO COLOMBO,STANSTED,GENOVA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,1,2,2,0,N.D.,N.D.,46-60,SINGOLA TRATTA,RYANAIR DAC,FR0972,RESPINTO,,,N.D.,46-60
ALB,BLQ,TIA,2024,02,26,2024-02-26 11:15:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,98,98,27,N.D.,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W43877,FERMATO,,,N.D.,61+
ALB,MXP,SSH,2024,01,9,,MALPENSA,SHARM EL-SHEIKH INTERNATIONAL,MILANO,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,2,4,4,2,PASSAPORTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W45608,,,,PASSAPORTO,31-45
ALB,BLQ,TIA,2024,01,1,2024-01-01 18:00:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,66,66,11,N.D.,M,31-45,SINGOLA TRATTA,AIR ALBANIA,ZB2005,,,,N.D.,31-45
ALB,MXP,TIA,2024,01,17,2024-01-17 12:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,40,40,45,N.D.,N.D.,46-60,SINGOLA TRATTA,AIR ALBANIA,ZB2003,IN ATTESA,,,N.D.,46-60
ALB,MXP,TIA,2024,02,13,2024-02-13 19:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,39,39,5,VISTO,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46609,SEGNALATO,,,VISTO,46-60
ALB,MXP,STN,2024,01,15,2024-01-15 13:00:00,MALPENSA,STANSTED,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,1,PERMESSO DI SOGGIORNO,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR 2757,RESPINTO,,,PERMESSO DI SOGGIORNO,46-60
ALB,BLQ,SKG,2024,01,1,,GUGLIELMO MARCONI,MACEDONIA INTERNATIONAL,BOLOGNA,THESSALONIKI,ITA,GRC,ITALIA,GRECIA,8,,,0,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,TURKISH AIRLINES,TK1323,SEGNALATO,,,PERMESSO DI SOGGIORNO,18-30
ALB,FCO,BNE,2024,01,23,2024-01-23 08:55:00,FIUMICINO,BRISBANE INTERNATIONAL,ROMA,BRISBANE,ITA,AUS,ITALIA,AUSTRALIA,5,1,1,0,VISTO,F,46-60,SINGOLA TRATTA,EMIRATES,N.D.,OK,,,VISTO,46-60
ALB,VCE,TIA,2024,01,9,2024-01-09 12:30:00,VENEZIA MARCO POLO,RINAS MOTHER TERESA,VENEZIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,72,72,16,VISTO,N.D.,31-45,SINGOLA TRATTA,ALBAWINGS,2B0225,RESPINTO,,,VISTO,31-45
AFG,BGY,KBL,2024,01,30,2024-01-30 18:00:00,ORIO AL SERIO,KHWAJA RAWASH,BERGAMO,KABUL,ITA,AFG,ITALIA,AFGHANISTAN,2,5,5,1,N.D.,M,N.D.,SINGOLA TRATTA,FLY DUBAI,FZ1571,IN ATTESA,,,N.D.,N.D.
ALB,TRN,TIA,2024,02,25,2024-02-25 06:55:00,SANDRO PERTINI,RINAS MOTHER TERESA,TORINO,TIRANA,ITA,AL,ITALIA,ALBANIA,1,118,118,23,PERMESSO DI SOGGIORNO,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46603,SEGNALATO,,,PERMESSO DI SOGGIORNO,61+
ALB,MXP,TIA,2024,01,24,2024-01-24 06:20:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,102,102,4,N.D.,N.D.,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46607,OK,,,N.D.,N.D.
ALB,BLQ,TIA,2024,01,6,2024-01-22 11:15:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,132,132,28,PERMESSO DI SOGGIORNO,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43877,IN ATTESA,,,PERMESSO DI SOGGIORNO,46-60
ALB,TSF,TIA,2024,01,17,2024-01-17 16:40:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,18,18,3,VISTO,F,18-30,SINGOLA TRATTA,N.D.,W44809,SEGNALATO,,R3,VISTO,18-30
AFG,CTA,KBL,2024,01,7,2024-01-07 07:35:00,FONTANAROSSA,KHWAJA RAWASH,CATANIA,KABUL,ITA,AFG,ITALIA,AFGHANISTAN,7,1,1,0,N.D.,F,18-30,SINGOLA TRATTA,FLY DUBAI,FZ1501,IN ATTESA,,,N.D.,18-30
ALB,MXP,SSH,2024,01,30,2024-01-30 19:20:00,MALPENSA,SHARM EL-SHEIKH INTERNATIONAL,MILANO,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,2,2,2,1,N.D.,N.D.,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W45608,IN ATTESA,VERIFICA RICHIESTA,,N.D.,46-60
ALB,TSF,TIA,2024,02,24,2024-02-24 17:10:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,91,91,11,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,RYANAIR DAC,FR8400,OK,,,CARTA D'IDENTITÀ,61+
ALB,BGY,SAW,2024,02,26,2024-02-26 14:15:00,ORIO AL SERIO,SABIHA GOKCEN,BERGAMO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,3,3,1,PASSAPORTO,M,31-45,SINGOLA TRATTA,PEGASUS AIRLINES,PC1213,OK,,,PASSAPORTO,31-45
ALB,FCO,TIA,2024,01,22,2024-01-22 16:10:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,44,44,8,PASSAPORTO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43887,IN ATTESA,,,PASSAPORTO,31-45
AGO,FCO,LAD,2024,01,23,2024-01-23 13:05:00,FIUMICINO,4 DE FEVEREIRO,ROMA,LUANDA,ITA,AGO,ITALIA,ANGOLA,5,1,1,0,PERMESSO DI SOGGIORNO,M,N.D.,SINGOLA TRATTA,,TK1865,RESPINTO,,,PERMESSO DI SOGGIORNO,N.D.
ALB,BGY,EMA,2024,02,16,2024-02-16 12:05:00,ORIO AL SERIO,EAST MIDLANDS,BERGAMO,DERBY,ITA,GBR,ITALIA,REGNO UNITO,2,5,5,0,VISTO,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR1702,,,,VISTO,61+
ALB,BGY,DXB,2024,02,12,2024-02-12 18:00:00,ORIO AL SERIO,DUBAI INTERNATIONAL,BERGAMO,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,2,1,1,1,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,FLY DUBAI,FZ1571,OK,,,PERMESSO DI SOGGIORNO,18-30
ALB,FCO,TIA,2024,01,14,2024-01-14 20:50:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,50,50,12,N.D.,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W43887,RESPINTO,,,N.D.,18-30
ALB,NAP,TIA,2024,02,29,2024-02-29 19:35:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,52,0,0,N.D.,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W44825,,,,N.D.,46-60
ALB,NAP,TIA,2024,02,15,2024-02-15 19:35:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,,84,11,,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W44825,SEGNALATO,,,PERMESSO DI SOGGIORNO,0-17
ALB,TSF,TIA,2024,01,25,2024-01-25 20:15:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,73,73,12,PASSAPORTO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR8400,SEGNALATO,,,PASSAPORTO,18-30
ALB,VRN,TIA,2024,01,11,2024-01-11 19:00:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,93,93,96,N.D.,N.D.,61+,SINGOLA TRATTA,AIR ALBANIA,ZB2011,,,,N.D.,61+
ALB,BLQ,TIA,2024,02,2,2024-02-02 11:55:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,75,75,11,CARTA D'IDENTITÀ,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR8399,SEGNALATO,,,CARTA D'IDENTITÀ,18-30
ALB,PSA,STN,2024,01,27,2024-01-14 17:50:00,GALILEO GALILEI,STANSTED,PISA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,3,3,1,PASSAPORTO,N.D.,61+,SINGOLA TRATTA,RYANAIR DAC,FR0584,FERMATO,,,PASSAPORTO,61+
ALB,NAP,TIA,2024,01,9,2024-01-09 05:35:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,2,0,0,VISTO,M,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,IN ATTESA,,,VISTO,61+
ALB,BGY,TIA,2024,02,4,2024-02-04 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,71,0,,N.D.,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8350,RESPINTO,,,N.D.,31-45
ALB,BGY,TIA,2024,01,26,2024-01-26 11:15:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,91,91,4,N.D.,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W4 3885,RESPINTO,,,CARTA D'IDENTITÀ,31-45
ALB,FCO,JED,2024,01,26,2024-01-26 22:00:00,FIUMICINO,KING ABDULAZIZ INTERNATIONAL,ROMA,JEDDAH,ITA,SAU,ITALIA,ARABIA SAUDITA,5,5,0,0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W48350,FERMATO,,,PERMESSO DI SOGGIORNO,31-45
ALB,BRI,TIA,2024,02,5,2024-02-05 20:30:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,AL,ITALIA,ALBANIA,9,26,26,4,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,SEGNALATO,,,CARTA D'IDENTITÀ,61+
ALB,MXP,RMF,2024,02,8,,MALPENSA,MARSA ALAM INTERNATIONAL,MILANO,MARSA ALAM,ITA,EGY,ITALIA,EGITTO,2,2,2,0,PASSAPORTO,M,N.D.,SINGOLA TRATTA,EASYJET EUROPE,EC3596,IN ATTESA,,,PASSAPORTO,N.D.
ALB,BGY,BFS,2024,01,5,2024-01-08 09:00:00,ORIO AL SERIO,BELFAST INTERNATIONAL,BERGAMO,BELFAST,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,VISTO,N.D.,0-17,SINGOLA TRATTA,RYANAIR DAC,FR9603,OK,,,VISTO,0-17
ALB,BLQ,TIA,2024,01,1,2024-01-01 19:25:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,80,80,18,PERMESSO DI SOGGIORNO,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8399,SEGNALATO,,,PERMESSO DI SOGGIORNO,0-17
ALB,MXP,BKK,2024,02,6,2024-02-06 01:40:00,MALPENSA,SUVARNABHUMI INTERNATIONAL,MILANO,BANGKOK,ITA,THA,ITALIA,THAILANDIA,2,1,1,0,VISTO,F,N.D.,SINGOLA TRATTA,GULF AIR,GF0023,SEGNALATO,,,VISTO,N.D.
AFG,MXP,BEG,2024,02,23,,MALPENSA,NIKOLA TESLA,MILANO,BELGRADO,ITA,SRB,ITALIA,SERBIA,2,1,1,0,VISTO,M,18-30,SINGOLA TRATTA,AIR SERBIA,JU0540,SEGNALATO,,,VISTO,18-30
ALB,PSA,TIA,2024,01,4,2024-01-04 09:40:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,82,82,12,PASSAPORTO,M,61+,SINGOLA TRATTA,AIR ALBANIA,ZB2009,SEGNALATO,,,PASSAPORTO,61+
ALB,BLQ,TIA,2024,02,9,2024-02-09 20:05:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,98,98,15,N.D.,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43847,OK,,,N.D.,31-45
ALB,FCO,JFK,2024,02,18,2024-02-18 19:45:00,FIUMICINO,JOHN F KENNEDY INTERNATIONAL,ROMA,NEW YORK,ITA,USA,ITALIA,STATI UNITI,5,1,1,0,PERMESSO DI SOGGIORNO,M,61+,SINGOLA TRATTA,DELTA AIR LINES,DL0230,IN ATTESA,,,PERMESSO DI SOGGIORNO,61+
ALB,FCO,DXB,2024,02,19,2024-02-19 08:55:00,FIUMICINO,DUBAI INTERNATIONAL,ROMA,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,5,2,2,0,PERMESSO DI SOGGIORNO,F,46-60,SINGOLA TRATTA,EMIRATES,EK0097,IN ATTESA,,,PERMESSO DI SOGGIORNO,46-60
ALB,BLQ,TIA,2024,02,29,2024-02-29 07:10:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,105,105,110,VISTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46681,IN ATTESA,,,VISTO,46-60
ALB,BLQ,AMM,2024,01,12,2024-01-12 23:05:00,GUGLIELMO MARCONI,QUEEN ALIA INTERNATIONAL,BOLOGNA,AMMAN,ITA,JOR,ITALIA,GIORDANIA,8,1,1,0,N.D.,N.D.,0-17,SINGOLA TRATTA,RYANAIR DAC,FR5080,FERMATO,,,N.D.,0-17
